t_s,ecg_mv
1.9880,0.1536
1.9920,0.1436
1.9960,0.1466
2.0000,0.1439
2.0040,0.1274
2.0080,0.1170
2.0120,0.1132
2.0160,0.0938
2.0200,0.0714
2.0240,0.0776
2.0280,0.0763
2.0320,0.0560
2.0360,0.0380
2.0400,0.0611
2.0440,0.0363
2.0480,0.0244
2.0520,0.0297
2.0560,0.0220
2.0600,0.0414
2.0640,0.0553
2.0680,0.0451
2.0720,0.0173
2.0760,0.0386
2.0800,0.0235
2.0840,0.0397
2.0880,0.0192
2.0920,0.0152
2.0960,-0.0364
2.1000,-0.0548
2.1040,-0.0553
2.1080,-0.0825
2.1120,-0.0494
2.1160,-0.0078
2.1200,0.0960
2.1240,0.2423
2.1280,0.3815
2.1320,0.5929
2.1360,0.8319
2.1400,1.0043
2.1440,1.0116
2.1480,0.8861
2.1520,0.6112
2.1560,0.3409
2.1600,0.1272
2.1640,-0.0349
2.1680,-0.1241
2.1720,-0.1814
2.1760,-0.1969
2.1800,-0.1301
2.1840,-0.0570
2.1880,-0.0356
2.1920,-0.0117
2.1960,-0.0084
2.2000,-0.0165
2.2040,0.0184
2.2080,-0.0021
2.2120,-0.0247
2.2160,-0.0121
2.2200,-0.0102
2.2240,0.0068
2.2280,0.0063
2.2320,-0.0373
2.2360,-0.0154
2.2400,0.0249
2.2440,-0.0038
2.2480,0.0057
2.2520,0.0040
2.2560,-0.0264
2.2600,-0.0151
2.2640,0.0220
2.2680,-0.0051
2.2720,0.0040
2.2760,-0.0168
2.2800,0.0183
2.2840,0.0074
2.2880,0.0053
2.2920,-0.0172
2.2960,0.0019
2.3000,0.0255
2.3040,0.0613
2.3080,0.0208
2.3120,0.0176
2.3160,0.0304
2.3200,0.0420
2.3240,0.0585
2.3280,0.0872
2.3320,0.0892
2.3360,0.0881
2.3400,0.1193
2.3440,0.1592
2.3480,0.1666
2.3520,0.1507
2.3560,0.1731
2.3600,0.1819
2.3640,0.2281
2.3680,0.2323
2.3720,0.2380
2.3760,0.2533
2.3800,0.2689
2.3840,0.2993
2.3880,0.2728
2.3920,0.2747
2.3960,0.2619
2.4000,0.2353
2.4040,0.2771
2.4080,0.2396
2.4120,0.2253
2.4160,0.2115
2.4200,0.2089
2.4240,0.2000
2.4280,0.1847
2.4320,0.1477
2.4360,0.1537
2.4400,0.1003
2.4440,0.1174
2.4480,0.0990
2.4520,0.0474
2.4560,0.0408
2.4600,0.0464
2.4640,0.0216
2.4680,0.0338
2.4720,-0.0002
2.4760,-0.0403
2.4800,-0.0234
2.4840,0.0048
2.4880,-0.0195
2.4920,-0.0369
2.4960,-0.0540
2.5000,-0.0451
2.5040,-0.0312
2.5080,-0.0295
2.5120,-0.0450
2.5160,-0.0502
2.5200,-0.0544
2.5240,-0.0304
2.5280,-0.0526
2.5320,-0.0762
2.5360,-0.0574
2.5400,-0.0866
2.5440,-0.0145
2.5480,-0.0537
2.5520,-0.0824
2.5560,-0.0620
2.5600,-0.0567
2.5640,-0.0556
2.5680,-0.0695
2.5720,-0.0569
2.5760,-0.0703
2.5800,-0.0260
2.5840,-0.0430
2.5880,-0.0632
2.5920,-0.0527
2.5960,-0.0625
2.6000,-0.0786
2.6040,-0.0707
2.6080,-0.0603
2.6120,-0.0324
2.6160,-0.0628
2.6200,-0.0911
2.6240,-0.0600
2.6280,-0.0455
2.6320,-0.0513
2.6360,-0.0890
2.6400,-0.0428
2.6440,-0.0447
2.6480,-0.0490
2.6520,-0.0545
2.6560,-0.0688
2.6600,-0.0753
2.6640,-0.0634
2.6680,-0.0546
2.6720,-0.0698
2.6760,-0.0869
2.6800,-0.0529
2.6840,-0.0532
2.6880,-0.0565
2.6920,-0.0923
2.6960,-0.0823
2.7000,-0.0770
2.7040,-0.0965
2.7080,-0.0964
2.7120,-0.0978
2.7160,-0.0904
2.7200,-0.0756
2.7240,-0.0673
2.7280,-0.0692
2.7320,-0.0819
2.7360,-0.1043
2.7400,-0.0768
2.7440,-0.0817
2.7480,-0.0745
2.7520,-0.0922
2.7560,-0.1180
2.7600,-0.0967
2.7640,-0.0548
2.7680,-0.0832
2.7720,-0.0700
2.7760,-0.0789
2.7800,-0.0945
2.7840,-0.0836
2.7880,-0.0664
2.7920,-0.0857
2.7960,-0.0719
2.8000,-0.0790
2.8040,-0.0555
2.8080,-0.0156
2.8120,-0.0135
2.8160,-0.0009
2.8200,-0.0323
2.8240,0.0138
2.8280,0.0448
2.8320,0.0189
2.8360,0.0090
2.8400,0.0150
2.8440,0.0105
2.8480,0.0125
2.8520,-0.0263
2.8560,-0.0423
2.8600,-0.0114
2.8640,-0.0346
2.8680,-0.0353
2.8720,-0.0678
2.8760,-0.0703
2.8800,-0.0742
2.8840,-0.0555
2.8880,-0.0874
2.8920,-0.1187
2.8960,-0.0929
2.9000,-0.0871
2.9040,-0.0856
2.9080,-0.1075
2.9120,-0.0935
2.9160,-0.1191
2.9200,-0.1128
2.9240,-0.1204
2.9280,-0.0924
2.9320,-0.1173
2.9360,-0.1281
2.9400,-0.1224
2.9440,-0.1302
2.9480,-0.1892
2.9520,-0.2001
2.9560,-0.2146
2.9600,-0.2064
2.9640,-0.1384
2.9680,-0.0953
2.9720,-0.0143
2.9760,0.1403
2.9800,0.3408
2.9840,0.5933
2.9880,0.8021
2.9920,0.8767
2.9960,0.7955
3.0000,0.6272
3.0040,0.3679
3.0080,0.1303
3.0120,-0.1025
3.0160,-0.2175
3.0200,-0.3147
3.0240,-0.3330
3.0280,-0.2884
3.0320,-0.2278
3.0360,-0.2034
3.0400,-0.1540
3.0440,-0.1256
3.0480,-0.1041
3.0520,-0.1163
3.0560,-0.1498
3.0600,-0.1430
3.0640,-0.0903
3.0680,-0.0766
3.0720,-0.1378
3.0760,-0.1288
3.0800,-0.1169
3.0840,-0.1111
3.0880,-0.1336
3.0920,-0.1454
3.0960,-0.1657
3.1000,-0.1405
3.1040,-0.1347
3.1080,-0.1060
3.1120,-0.1326
3.1160,-0.1164
3.1200,-0.1170
3.1240,-0.1090
3.1280,-0.1102
3.1320,-0.1463
3.1360,-0.1029
3.1400,-0.1055
3.1440,-0.1234
3.1480,-0.0899
3.1520,-0.1202
3.1560,-0.1203
3.1600,-0.0644
3.1640,-0.0650
3.1680,-0.0456
3.1720,-0.0462
3.1760,-0.0490
3.1800,-0.0161
3.1840,0.0004
3.1880,0.0210
3.1920,0.0294
3.1960,0.0366
3.2000,0.0589
3.2040,0.0834
3.2080,0.0808
3.2120,0.0972
3.2160,0.1032
3.2200,0.1048
3.2240,0.1791
3.2280,0.1496
3.2320,0.1542
3.2360,0.1398
3.2400,0.1668
3.2440,0.1742
3.2480,0.1664
3.2520,0.1606
3.2560,0.1249
3.2600,0.1279
3.2640,0.1222
3.2680,0.1066
3.2720,0.0502
3.2760,0.0687
3.2800,0.0709
3.2840,0.0285
3.2880,0.0385
3.2920,-0.0272
3.2960,-0.0140
3.3000,-0.0574
3.3040,-0.0342
3.3080,-0.0361
3.3120,-0.0650
3.3160,-0.0777
3.3200,-0.0853
3.3240,-0.0948
3.3280,-0.0993
3.3320,-0.1155
3.3360,-0.1294
3.3400,-0.1379
3.3440,-0.1322
3.3480,-0.1503
3.3520,-0.1505
3.3560,-0.1332
3.3600,-0.1173
3.3640,-0.1478
3.3680,-0.1105
3.3720,-0.1396
3.3760,-0.1619
3.3800,-0.1595
3.3840,-0.1221
3.3880,-0.1174
3.3920,-0.1241
3.3960,-0.1369
3.4000,-0.1254
3.4040,-0.1321
3.4080,-0.1489
3.4120,-0.1353
3.4160,-0.1773
3.4200,-0.1539
3.4240,-0.1158
3.4280,-0.1413
3.4320,-0.1396
3.4360,-0.1462
3.4400,-0.1219
3.4440,-0.1316
3.4480,-0.1142
3.4520,-0.1540
3.4560,-0.1721
3.4600,-0.1410
3.4640,-0.1298
3.4680,-0.0998
3.4720,-0.1471
3.4760,-0.1561
3.4800,-0.1323
3.4840,-0.1023
3.4880,-0.1563
3.4920,-0.1523
3.4960,-0.1458
3.5000,-0.1491
3.5040,-0.1496
3.5080,-0.1285
3.5120,-0.1350
3.5160,-0.1496
3.5200,-0.1341
3.5240,-0.1088
3.5280,-0.1277
3.5320,-0.0924
3.5360,-0.1190
3.5400,-0.1659
3.5440,-0.1330
3.5480,-0.1652
3.5520,-0.1514
3.5560,-0.1417
3.5600,-0.1558
3.5640,-0.1332
3.5680,-0.1456
3.5720,-0.1448
3.5760,-0.1395
3.5800,-0.1430
3.5840,-0.1517
3.5880,-0.1521
3.5920,-0.1392
3.5960,-0.1443
3.6000,-0.1413
3.6040,-0.1249
3.6080,-0.1364
3.6120,-0.1240
3.6160,-0.1053
3.6200,-0.1142
3.6240,-0.1293
3.6280,-0.1011
3.6320,-0.1361
3.6360,-0.1255
3.6400,-0.1027
3.6440,-0.0621
3.6480,-0.0556
3.6520,-0.0342
3.6560,-0.0451
3.6600,-0.0318
3.6640,-0.0091
3.6680,-0.0273
3.6720,-0.0339
3.6760,0.0013
3.6800,-0.0271
3.6840,-0.0402
3.6880,-0.0655
3.6920,-0.0725
3.6960,-0.1048
3.7000,-0.1116
3.7040,-0.1026
3.7080,-0.1250
3.7120,-0.1464
3.7160,-0.1519
3.7200,-0.1256
3.7240,-0.1180
3.7280,-0.1360
3.7320,-0.1505
3.7360,-0.1383
3.7400,-0.1451
3.7440,-0.1067
3.7480,-0.1372
3.7520,-0.1384
3.7560,-0.1618
3.7600,-0.1662
3.7640,-0.1237
3.7680,-0.1515
3.7720,-0.1435
3.7760,-0.1907
3.7800,-0.1840
3.7840,-0.2580
3.7880,-0.2361
3.7920,-0.2185
3.7960,-0.1488
3.8000,-0.0896
3.8040,0.0563
3.8080,0.2139
3.8120,0.4326
3.8160,0.6475
3.8200,0.8274
3.8240,0.8546
3.8280,0.7205
3.8320,0.4817
3.8360,0.2310
3.8400,0.0310
3.8440,-0.1851
3.8480,-0.2600
3.8520,-0.3474
3.8560,-0.3734
3.8600,-0.2644
3.8640,-0.2305
3.8680,-0.1769
3.8720,-0.1889
3.8760,-0.1579
3.8800,-0.1403
3.8840,-0.1134
3.8880,-0.1033
3.8920,-0.1162
3.8960,-0.1182
3.9000,-0.1139
3.9040,-0.1203
3.9080,-0.1111
3.9120,-0.1410
3.9160,-0.1273
3.9200,-0.1154
3.9240,-0.0832
3.9280,-0.1192
3.9320,-0.1263
3.9360,-0.1310
3.9400,-0.1062
3.9440,-0.1172
3.9480,-0.1341
3.9520,-0.1366
3.9560,-0.1123
3.9600,-0.1595
3.9640,-0.1066
3.9680,-0.1199
3.9720,-0.1122
3.9760,-0.1085
3.9800,-0.1003
3.9840,-0.0792
3.9880,-0.0915
3.9920,-0.0822
3.9960,-0.0670
4.0000,-0.0679
4.0040,-0.0184
4.0080,-0.0227
4.0120,-0.0285
4.0160,0.0148
4.0200,0.0082
4.0240,0.0495
4.0280,0.0723
4.0320,0.0827
4.0360,0.1063
4.0400,0.0825
4.0440,0.1434
4.0480,0.1501
4.0520,0.1797
4.0560,0.1726
4.0600,0.1626
4.0640,0.2106
4.0680,0.1842
4.0720,0.1797
4.0760,0.1842
4.0800,0.1701
4.0840,0.1840
4.0880,0.1589
4.0920,0.1483
4.0960,0.1283
4.1000,0.1224
4.1040,0.1118
4.1080,0.0880
4.1120,0.0669
4.1160,0.0337
4.1200,0.0204
4.1240,0.0553
4.1280,0.0094
4.1320,-0.0087
4.1360,-0.0065
4.1400,-0.0367
4.1440,-0.0408
4.1480,-0.0488
4.1520,-0.0362
4.1560,-0.0845
4.1600,-0.0860
4.1640,-0.0673
4.1680,-0.0752
4.1720,-0.0914
4.1760,-0.0925
4.1800,-0.1040
4.1840,-0.0866
4.1880,-0.0982
4.1920,-0.1111
4.1960,-0.0978
4.2000,-0.0839
4.2040,-0.0909
4.2080,-0.0798
4.2120,-0.1066
4.2160,-0.1100
4.2200,-0.0989
4.2240,-0.1076
4.2280,-0.0854
4.2320,-0.0845
4.2360,-0.1012
4.2400,-0.1029
4.2440,-0.0721
4.2480,-0.0879
4.2520,-0.0875
4.2560,-0.1103
4.2600,-0.0952
4.2640,-0.0795
4.2680,-0.1004
4.2720,-0.0928
4.2760,-0.1303
4.2800,-0.0632
4.2840,-0.0903
4.2880,-0.0831
4.2920,-0.0825
4.2960,-0.0952
4.3000,-0.0487
4.3040,-0.0657
4.3080,-0.0612
4.3120,-0.0865
4.3160,-0.0934
4.3200,-0.1000
4.3240,-0.0884
4.3280,-0.0732
4.3320,-0.0715
4.3360,-0.0861
4.3400,-0.0664
4.3440,-0.0988
4.3480,-0.0879
4.3520,-0.0741
4.3560,-0.0858
4.3600,-0.0873
4.3640,-0.0861
4.3680,-0.0607
4.3720,-0.0769
4.3760,-0.0898
4.3800,-0.0661
4.3840,-0.0855
4.3880,-0.0677
4.3920,-0.0822
4.3960,-0.0485
4.4000,-0.0769
4.4040,-0.0428
4.4080,-0.0594
4.4120,-0.0695
4.4160,-0.0707
4.4200,-0.0743
4.4240,-0.0564
4.4280,-0.0562
4.4320,-0.0855
4.4360,-0.0802
4.4400,-0.0756
4.4440,-0.0561
4.4480,-0.0570
4.4520,-0.0524
4.4560,-0.0474
4.4600,-0.0546
4.4640,-0.0175
4.4680,-0.0427
4.4720,-0.0264
4.4760,-0.0233
4.4800,-0.0029
4.4840,0.0254
4.4880,0.0178
4.4920,0.0275
4.4960,0.0514
4.5000,0.0647
4.5040,0.0665
4.5080,0.0478
4.5120,0.0712
4.5160,0.0413
4.5200,0.0287
4.5240,0.0391
4.5280,0.0516
4.5320,-0.0001
4.5360,-0.0186
4.5400,0.0025
4.5440,-0.0200
4.5480,-0.0222
4.5520,-0.0164
4.5560,-0.0192
4.5600,-0.0436
4.5640,-0.0299
4.5680,-0.0348
4.5720,-0.0837
4.5760,-0.0548
4.5800,-0.0518
4.5840,-0.0342
4.5880,-0.0234
4.5920,-0.0585
4.5960,-0.0557
4.6000,-0.0411
4.6040,-0.0491
4.6080,-0.0677
4.6120,-0.0277
4.6160,-0.0782
4.6200,-0.1043
4.6240,-0.1227
4.6280,-0.1129
4.6320,-0.1300
4.6360,-0.0745
4.6400,-0.0592
4.6440,0.0336
4.6480,0.1814
4.6520,0.3551
4.6560,0.5985
4.6600,0.8080
4.6640,0.9680
4.6680,0.9517
4.6720,0.7723
4.6760,0.4962
4.6800,0.2814
4.6840,0.0674
4.6880,-0.1048
4.6920,-0.2105
4.6960,-0.2403
4.7000,-0.2001
4.7040,-0.1603
4.7080,-0.0979
4.7120,-0.0590
4.7160,-0.0829
4.7200,-0.0564
4.7240,-0.0070
4.7280,-0.0136
4.7320,-0.0008
4.7360,-0.0597
4.7400,-0.0141
4.7440,-0.0052
4.7480,0.0020
4.7520,-0.0295
4.7560,-0.0353
4.7600,-0.0316
4.7640,-0.0003
4.7680,-0.0301
4.7720,-0.0249
4.7760,-0.0269
4.7800,-0.0044
4.7840,0.0018
4.7880,-0.0133
4.7920,-0.0466
4.7960,-0.0118
4.8000,0.0334
4.8040,0.0178
4.8080,0.0151
4.8120,-0.0048
4.8160,0.0150
4.8200,0.0436
4.8240,0.0173
4.8280,0.0279
4.8320,0.0066
4.8360,0.0252
4.8400,0.0344
4.8440,0.0524
4.8480,0.1055
4.8520,0.0747
4.8560,0.0734
4.8600,0.1246
4.8640,0.1595
4.8680,0.1665
4.8720,0.1784
4.8760,0.1939
4.8800,0.1781
4.8840,0.1958
4.8880,0.2682
4.8920,0.2304
4.8960,0.2582
4.9000,0.2757
4.9040,0.2922
4.9080,0.2916
4.9120,0.2564
4.9160,0.2627
4.9200,0.3097
4.9240,0.2994
4.9280,0.2824
4.9320,0.2758
4.9360,0.2610
4.9400,0.2927
4.9440,0.2435
4.9480,0.2368
4.9520,0.2361
4.9560,0.1956
4.9600,0.2095
4.9640,0.2017
4.9680,0.1631
4.9720,0.1460
4.9760,0.1387
4.9800,0.1200
4.9840,0.1186
4.9880,0.0828
4.9920,0.0943
4.9960,0.0794
5.0000,0.0446
5.0040,0.0734
5.0080,0.0534
5.0120,0.0383
5.0160,0.0118
5.0200,0.0315
5.0240,0.0425
5.0280,0.0464
5.0320,0.0403
5.0360,0.0001
5.0400,0.0187
5.0440,0.0298
5.0480,0.0667
5.0520,0.0046
5.0560,0.0137
5.0600,0.0292
5.0640,0.0149
5.0680,0.0195
5.0720,0.0441
5.0760,0.0021
5.0800,0.0302
5.0840,0.0334
5.0880,0.0575
5.0920,0.0271
5.0960,0.0124
5.1000,0.0341
5.1040,0.0359
5.1080,0.0189
5.1120,0.0331
5.1160,0.0254
5.1200,0.0476
5.1240,0.0326
5.1280,0.0659
5.1320,0.0233
5.1360,0.0068
5.1400,0.0392
5.1440,0.0482
5.1480,0.0233
5.1520,0.0409
5.1560,0.0331
5.1600,0.0227
5.1640,0.0551
5.1680,0.0486
5.1720,0.0534
5.1760,0.0057
5.1800,0.0530
5.1840,0.0489
5.1880,0.0562
5.1920,0.0275
5.1960,0.0213
5.2000,0.0680
5.2040,0.0619
5.2080,0.0687
5.2120,0.0503
5.2160,0.0687
5.2200,0.0597
5.2240,0.0576
5.2280,0.0606
5.2320,0.0242
5.2360,0.0571
5.2400,0.0529
5.2440,0.0434
5.2480,0.0802
5.2520,0.0528
5.2560,0.0518
5.2600,0.0653
5.2640,0.0502
5.2680,0.0778
5.2720,0.0783
5.2760,0.0425
5.2800,0.0359
5.2840,0.0704
5.2880,0.0828
5.2920,0.0509
5.2960,0.0467
5.3000,0.0698
5.3040,0.0529
5.3080,0.0888
5.3120,0.0465
5.3160,0.0415
5.3200,0.0440
5.3240,0.0857
5.3280,0.0888
5.3320,0.0805
5.3360,0.0634
5.3400,0.0911
5.3440,0.0931
5.3480,0.1211
5.3520,0.1165
5.3560,0.1308
5.3600,0.1230
5.3640,0.1683
5.3680,0.1867
5.3720,0.1711
5.3760,0.1987
5.3800,0.1792
